,FIRE_NUMBER,FIRE_YEAR,RESPONSE_TYPE_DESC,IGNITION_DATE,FIRE_OUT_DATE,FIRE_CAUSE,FIRE_LABEL,FIRE_CENTRE,ZONE,FIRE_ID,FIRE_TYPE,INCIDENT_NAME,GEOGRAPHIC_DESCRIPTION,LATITUDE,LONGITUDE,CURRENT_SIZE,FEATURE_CODE,OBJECTID,SE_ANNO_CAD_DATA,fme_feature_type,geometry
779,G90164,1995,,19950612143000,19950612182900,Lightning,1995-G90164,4.0,9.0,4090164,Fire,,,59.105,-123.023,0.1,JA70003000,5014550,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0229999996 59.1049999997)
780,G90461,2004,Full,20040731194700,20040805220000,Lightning,2004-G90461,4.0,9.0,400461,Fire,,Tsimeh Creek,59.1199,-122.758,0.009,JA70003000,4877084,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7579670007 59.1198669996)
781,G90119,1996,,19960730,19960730173000,Lightning,1996-G90119,4.0,9.0,4090119,Fire,,,59.157,-123.073,0.2,JA70003000,5015548,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0729999992 59.1569999996)
782,G90022,1991,,19910622,19910623203900,Lightning,1991-G90022,4.0,9.0,4090022,Fire,,,59.161,-122.861,0.1,JA70003000,5002491,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.8609999998 59.1609999996)
783,G90090,1983,,19830726210000,19830730093000,Lightning,1983-G90090,4.0,9.0,4090090,Fire,,,59.169,-123.087,3.0,JA70003000,4979797,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0869999992 59.1689999999)
784,GD0033,1975,,19750522180000,19750603080000,Person,1975-GD0033,4.0,13.0,4130033,Fire,,,59.177,-122.752,5035.9,JA70003000,4962082,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7520000003 59.1770000002)
785,G00087,1968,,19680618,19680619172400,Lightning,1968-G00087,4.0,0.0,4000087,Fire,,,59.184,-122.865,0.1,JA70003000,4943838,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.8649999994 59.1840000002)
786,GD0142,1974,,19740709,19740709000600,Lightning,1974-GD0142,4.0,13.0,4130142,Fire,,,59.184,-122.865,0.1,JA70003000,4959171,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.8649999994 59.1840000002)
787,G00011,1968,,19680509070000,19680510081800,Person,1968-G00011,4.0,0.0,4000011,Fire,,,59.184,-122.808,0.8,JA70003000,4942890,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.8080000002 59.1839999999)
788,G00381,1961,,19610805120000,19610805131800,Lightning,1961-G00381,4.0,0.0,4000381,Fire,,,59.347,-122.978,1294.9,JA70003000,4927421,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.9780000005 59.3470000001)
789,G90683,2024,Full,20240704131551,,Lightning,2024-G90683,4.0,9.0,683,Fire,G90683,1 km south of Kiwigana River,59.3632,-122.9227,87.0,JA70003000,4827782,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.9226709993 59.363152)
790,G90070,2011,Full,20110714133100,20110718101000,Lightning,2011-G90070,4.0,9.0,400070,Fire,,8 mi Kimiwanga,59.368,-123.051,2.0,JA70003000,4882204,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0510029994 59.368)
791,G90072,2011,Full,20110714143600,20110718142900,Lightning,2011-G90072,4.0,9.0,400072,Fire,,Kiwi,59.3817,-123.0428,12.7,JA70003000,4896564,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0428159997 59.3816679998)
792,G90034,1983,,19830629090000,19830629193000,Lightning,1983-G90034,4.0,9.0,4090034,Fire,,,59.383,-123.044,0.1,JA70003000,4980173,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0439999996 59.3829999999)
793,G90059,1989,,19890728100000,19890807143300,Lightning,1989-G90059,4.0,9.0,4090059,Fire,,,59.384,-123.091,80.0,JA70003000,4996297,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0910000003 59.384)
794,G90026,1990,,19900730120000,19900802175800,Lightning,1990-G90026,4.0,9.0,4090026,Fire,,,59.384,-123.091,139.0,JA70003000,4999764,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0910000003 59.384)
795,G00078,1964,,19640708,19640711130000,Lightning,1964-G00078,4.0,0.0,4000078,Fire,,,59.405,-123.058,7.2,JA70003000,4934128,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0579999995 59.4050000001)
796,G90060,1984,,19840805150000,19840806170600,Lightning,1984-G90060,4.0,9.0,4090060,Fire,,,59.405,-122.865,0.1,JA70003000,4983627,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.8649999998 59.4050000001)
797,G90870,2018,Full,20180621174600,20180629114900,Lightning,2018-G90870,4.0,9.0,400870,Fire,,Kiwigani River & 5 MILES EAST OF HWY 77,59.4145,-123.0876,0.07,JA70003000,4867114,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0876160008 59.414532)
798,G90225,2012,Full,20120722161300,20120727130000,Lightning,2012-G90225,4.0,9.0,400225,Fire,,10 Miles Northeast of Ft Nelson River,59.4144,-123.0603,5.0,JA70003000,4906348,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0603029997 59.4143830004)
799,G90474,2003,,20030928103100,20031002100000,Unknown,2003-G90474,4.0,9.0,400474,Nuisance Fire,,27 km Kiwigana FSR,59.4167,-123.0667,0.009,JA70003000,4851350,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0666669996 59.4166670003)
800,G90245,2012,Full,20120722200000,20120731180000,Lightning,2012-G90245,4.0,9.0,400245,Fire,,Delkpay Creek,59.4448,-122.9972,1.4,JA70003000,4884754,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.9971690003 59.4448319998)
801,G90676,2024,Modified,20240630171053,20240711145751,Lightning,2024-G90676,4.0,9.0,676,Fire,G90676,3km East of Delkpay Creek,59.4542,-123.0169,0.0,JA70003000,4828585,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0168669998 59.4542170002)
802,G90534,2012,Full,20120925220000,20120926180000,Person,2012-G90534,4.0,9.0,400534,Fire,,9km up Windflower Rd,59.4897,-123.0343,0.05,JA70003000,4886781,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0343479999 59.4896659998)
803,G90058,1983,,19830702171500,19830702173900,Lightning,1983-G90058,4.0,9.0,4090058,Fire,,,59.503,-123.072,0.1,JA70003000,4980143,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0719999993 59.5029999997)
804,G90645,2024,Full,20240701112303,20240704090000,Lightning,2024-G90645,4.0,9.0,645,Fire,G90645,3km E of Delkpay Creek,59.5045,-123.0058,0.009,JA70003000,4829992,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0058329999 59.5044670004)
805,G90150,2000,Full,20000627150000,20000627212500,Lightning,2000-G90150,4.0,9.0,400150,Fire,,Tsinhia Lake,59.5077,-123.0355,0.3,JA70003000,4849043,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0354999999 59.5076670001)
806,GD0320,1970,,19700803,19700803184700,Lightning,1970-GD0320,4.0,13.0,4130320,Fire,,,59.532,-122.893,0.8,JA70003000,4947368,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.8930000008 59.532)
807,G90643,2024,Full,20240630173413,20240705095800,Lightning,2024-G90643,4.0,9.0,643,Fire,G90643,10km E of G90637,59.5411,-123.0553,0.67,JA70003000,4827780,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0552499997 59.5411329996)
808,G90644,2024,Full,20240630173446,20240701104803,Lightning,2024-G90644,4.0,9.0,644,Fire,G90644,E of Tsinhia Lake,59.543,-123.0561,0.0,JA70003000,4827321,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0560500007 59.5430000001)
809,GD0207,1970,,19700715,19700715220500,Lightning,1970-GD0207,4.0,13.0,4130207,Fire,,,59.546,-123.044,0.1,JA70003000,4947226,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0439999993 59.5459999998)
810,G90874,2018,Modified,20180621184700,20180630163000,Lightning,2018-G90874,4.0,9.0,400874,Fire,,15 Miles E tsinhia Lake,59.5551,-122.9893,0.4,JA70003000,4901554,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.9893190008 59.5551189999)
811,G90147,1999,,,,Unknown,1999-G90147,4.0,9.0,4090147,Smoke Chase,,,59.6538,-123.0937,,JA70003000,5021816,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0936500002 59.6537832999)
812,G90015,1996,,19960511120000,19960515142500,Person,1996-G90015,4.0,9.0,4090015,Fire,,,59.667,-123.083,0.0,JA70003000,5015094,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0829999998 59.6670000001)
813,G90018,1988,,19880912080000,19880913115900,Person,1988-G90018,4.0,9.0,4090018,Fire,,,59.705,-123.066,0.0,JA70003000,4995120,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0659999995 59.7049999998)
814,G90077,1995,,19950512143000,19950512153000,Unknown,1995-G90077,4.0,9.0,4090077,Fire,,,59.85,-122.958,2.5,JA70003000,5014706,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.958 59.85)
815,G90224,1995,,19950702160000,19950704173300,Lightning,1995-G90224,4.0,9.0,4090224,Fire,,,59.924,-122.856,0.2,JA70003000,5014865,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.856 59.9239999996)
816,G10099,1999,,19990704030000,,Unknown,1999-G10099,4.0,1.0,4010099,Nuisance Fire,,,59.9367,-122.9517,,JA70003000,5021571,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.9516667006 59.9366666999)
817,G90390,1998,,19980803150000,19980803194500,Person,1998-G90390,4.0,9.0,4090390,Fire,,,59.9833,-122.9,0.01,JA70003000,5018633,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.8999999994 59.9833332996)
818,G90001,1991,,19910211083000,19910505125900,Unknown,1991-G90001,4.0,9.0,4090001,Fire,,,58.714,-123.622,0.0,JA70003000,5002134,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.6220000005 58.7139999996)
819,G90039,1996,,19960626,19960628165900,Lightning,1996-G90039,4.0,9.0,4090039,Fire,,,58.76,-123.573,0.0,JA70003000,5015079,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.5730000005 58.7599999999)
820,G90324,1999,,19990925160000,19990928133100,Person,1999-G90324,4.0,9.0,4090324,Fire,,,58.8333,-123.55,0.009,JA70003000,5021036,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.5500000005 58.8333332998)
821,G90089,1982,,19820726150000,19820728165900,Lightning,1982-G90089,4.0,9.0,4090089,Fire,,,58.782,-123.535,5.0,JA70003000,4978586,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.5349999992 58.7820000002)
822,G90277,1999,,,,Unknown,1999-G90277,4.0,9.0,4090277,Smoke Chase,,,58.7167,-123.5,,JA70003000,5021835,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.4999999994 58.7166667002)
823,G90052,1993,,19930808160000,19930811060000,Lightning,1993-G90052,4.0,9.0,4090052,Fire,,,58.795,-123.484,0.0,JA70003000,5009151,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.4840000008 58.795)
824,G90049,1994,,19941005163000,19941006105900,Person,1994-G90049,4.0,9.0,4090049,Fire,,,58.705,-123.4,0.1,JA70003000,5011410,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.3999999996 58.705)
825,G90017,1990,,19900724220000,19900727075900,Lightning,1990-G90017,4.0,9.0,4090017,Fire,,,58.768,-123.347,25.0,JA70003000,4999543,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.3469999998 58.7679999999)
826,G90084,1985,,19850727050000,19850727215400,Lightning,1985-G90084,4.0,9.0,4090084,Fire,,,58.669,-123.354,0.3,JA70003000,4986988,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.3539999996 58.6689999996)
827,G90091,1981,,19810814190000,19810815132400,Lightning,1981-G90091,4.0,9.0,4090091,Fire,,,58.775,-123.145,0.1,JA70003000,4975935,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.1449999994 58.7750000003)
828,G90417,1998,,19980813160500,19980813193000,Lightning,1998-G90417,4.0,9.0,4090417,Fire,,,58.7833,-123.1333,0.5,JA70003000,5018635,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.1333333008 58.7833332996)
829,G90095,1981,,19810814200000,19810823170400,Lightning,1981-G90095,4.0,9.0,4090095,Fire,,,58.768,-123.132,211.0,JA70003000,4975279,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.1320000004 58.7680000004)
830,G90067,1981,,19810719040000,19810721211800,Lightning,1981-G90067,4.0,9.0,4090067,Fire,,,58.775,-123.118,0.1,JA70003000,4975586,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.1179999998 58.7749999997)
831,G90047,1981,,19810718160000,19810720190600,Lightning,1981-G90047,4.0,9.0,4090047,Fire,,,58.705,-123.118,0.1,JA70003000,4975409,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.1179999994 58.7049999998)
832,G90427,1998,,19980804120000,19980804160000,Lightning,1998-G90427,4.0,9.0,4090427,Fire,,,58.85,-123.0833,0.2,JA70003000,5018637,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0833333002 58.8500000002)
833,G90168,1995,,19950612140000,19950612180800,Lightning,1995-G90168,4.0,9.0,4090168,Fire,,,58.778,-123.06,0.1,JA70003000,5014554,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0599999999 58.7780000002)
834,G90007,1981,,19810603194500,19810604090300,Lightning,1981-G90007,4.0,9.0,4090007,Fire,,,58.655,-123.035,4.5,JA70003000,4974659,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0350000008 58.6549999998)
835,GD0055,1972,,19720521,19720521190600,Lightning,1972-GD0055,4.0,13.0,4130055,Fire,,,58.705,-123.021,1.6,JA70003000,4954800,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.0209999999 58.7050000003)
836,G90227,1998,,19980706190000,19980708210000,Lightning,1998-G90227,4.0,9.0,4090227,Fire,,,58.85,-123.0,0.5,JA70003000,5018908,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.9999999999 58.85)
837,G90070,1983,,19830704101500,19830704120300,Lightning,1983-G90070,4.0,9.0,4090070,Fire,,,58.76,-123.007,0.1,JA70003000,4980294,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.007 58.7599999996)
838,G90238,1995,,19950713160000,19950714185700,Lightning,1995-G90238,4.0,9.0,4090238,Fire,,,59.657,-123.924,0.1,JA70003000,5014405,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.9240000001 59.657)
839,G90064,1981,,19810719220000,19810721083500,Lightning,1981-G90064,4.0,9.0,4090064,Fire,,,59.539,-123.922,0.2,JA70003000,4975583,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.9219999999 59.5390000002)
840,G90067,1983,,19830703185000,19830703203800,Lightning,1983-G90067,4.0,9.0,4090067,Fire,,,59.72,-123.907,0.1,JA70003000,4980291,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.9069999996 59.7199999997)
841,G90091,1989,,19890813200000,,Lightning,1989-G90091,4.0,9.0,4090091,Fire,,,59.723,-123.894,0.3,JA70003000,4995970,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.8939999991 59.7230000003)
842,G90087,1989,,19890807160000,19890808182900,Lightning,1989-G90087,4.0,9.0,4090087,Fire,,,59.509,-123.895,0.1,JA70003000,4995924,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.8949999994 59.5089999999)
843,G90084,1989,,19890806210000,19890808133200,Lightning,1989-G90084,4.0,9.0,4090084,Fire,,,59.473,-123.895,0.2,JA70003000,4995921,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.8950000009 59.4730000001)
844,G90048,1983,,19830702134500,19830702155100,Lightning,1983-G90048,4.0,9.0,4090048,Fire,,,59.568,-123.837,0.1,JA70003000,4980326,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.8369999993 59.5679999996)
845,G90039,1983,,19830701123000,19830702170600,Lightning,1983-G90039,4.0,9.0,4090039,Fire,,,59.611,-123.822,0.8,JA70003000,4980287,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.8219999995 59.6110000001)
846,G90004,1990,,19900704140000,19900705155800,Lightning,1990-G90004,4.0,9.0,4090004,Fire,,,59.545,-123.825,9.0,JA70003000,4999474,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.8250000005 59.5449999997)
847,G90036,1982,,19820623140000,19820623202900,Lightning,1982-G90036,4.0,9.0,4090036,Fire,,,59.662,-123.78,0.1,JA70003000,4978310,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.7800000008 59.6619999998)
848,G90008,1987,,19870506063000,19870507145900,Unknown,1987-G90008,4.0,9.0,4090008,Fire,,,59.598,-123.771,4.8,JA70003000,4992289,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.7710000007 59.5980000002)
849,G90022,1994,,19940629180000,19940629202000,Lightning,1994-G90022,4.0,9.0,4090022,Fire,,,59.621,-123.754,0.1,JA70003000,5011036,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.7539999992 59.6210000003)
850,G90033,1989,,19890617220000,19890618124900,Lightning,1989-G90033,4.0,9.0,4090033,Fire,,,59.446,-123.719,0.0,JA70003000,4996481,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.7190000008 59.4460000002)
851,G90326,1999,,19990913100000,19991005120000,Person,1999-G90326,4.0,9.0,4090326,Fire,,,59.5548,-123.703,10.0,JA70003000,5021038,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.7030000004 59.5548333003)
852,G90029,1996,,19960612,19960613152300,Lightning,1996-G90029,4.0,9.0,4090029,Fire,,,59.49,-123.605,18.0,JA70003000,5015075,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.6050000004 59.4899999998)
853,G90089,1985,,19850801020000,19850802140000,Lightning,1985-G90089,4.0,9.0,4090089,Fire,,,59.503,-123.601,0.1,JA70003000,4986993,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.6009999999 59.5029999996)
854,G90085,1989,,19890806210000,19890808073400,Lightning,1989-G90085,4.0,9.0,4090085,Fire,,,59.357,-123.581,0.2,JA70003000,4995922,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.5809999995 59.3569999996)
855,G90080,1981,,19810811190000,19810812100600,Lightning,1981-G90080,4.0,9.0,4090080,Fire,,,59.383,-123.516,3.9,JA70003000,4975784,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.5159999996 59.3830000003)
856,G90119,1998,,19980606140000,19980607140000,Lightning,1998-G90119,4.0,9.0,4090119,Fire,,,59.3667,-123.5167,1.5,JA70003000,5017627,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.5166666995 59.3666666999)
857,G90049,1989,,19890709230000,19890715141600,Lightning,1989-G90049,4.0,9.0,4090049,Fire,,,59.357,-123.493,0.6,JA70003000,4995824,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.4930000004 59.3570000002)
858,G90095,1982,,19820921140000,19820921190000,Person,1982-G90095,4.0,9.0,4090095,Fire,,,59.361,-123.351,0.1,JA70003000,4978620,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.3509999993 59.3609999997)
859,G90030,1983,,19830627130000,19830627232800,Lightning,1983-G90030,4.0,9.0,4090030,Fire,,,59.575,-123.322,0.1,JA70003000,4980172,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.3220000006 59.575)
860,G90509,1998,,19980901120000,19980905132000,Lightning,1998-G90509,4.0,9.0,4090509,Fire,,,59.4167,-123.3167,0.01,JA70003000,5018808,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.3166667 59.4166666998)
861,G90060,1982,,19820708170000,19820708233600,Lightning,1982-G90060,4.0,9.0,4090060,Fire,,,59.333,-123.228,0.1,JA70003000,4978658,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.2279999992 59.3330000001)
862,G90079,1989,,19890806180000,19890807130300,Lightning,1989-G90079,4.0,9.0,4090079,Fire,,,59.429,-123.192,0.1,JA70003000,4996571,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.1919999996 59.4290000002)
863,G90065,1993,,19930922100000,19930927180000,Person,1993-G90065,4.0,9.0,4090065,Fire,,,59.384,-123.178,3.6,JA70003000,5009331,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.1780000005 59.3840000003)
864,G90061,1982,,19820708170000,19820709093500,Lightning,1982-G90061,4.0,9.0,4090061,Fire,,,59.39,-123.157,3.2,JA70003000,4978659,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.1570000008 59.3899999999)
865,G90062,1993,,19930921110000,19930921200000,Person,1993-G90062,4.0,9.0,4090062,Fire,,,59.321,-123.161,2.0,JA70003000,5009196,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.1610000008 59.3209999998)
866,G90080,1985,,19850630210000,19850704080400,Lightning,1985-G90080,4.0,9.0,4090080,Fire,,,59.463,-123.143,3.5,JA70003000,4986971,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.1429999994 59.4630000001)
867,G90055,1989,,19890730,19890802132700,Lightning,1989-G90055,4.0,9.0,4090055,Fire,,,59.75,-123.805,0.2,JA70003000,4996293,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.8050000002 59.7499999997)
868,G90021,1986,,19860618161500,19860618205600,Lightning,1986-G90021,4.0,9.0,4090021,Fire,,,59.76,-123.794,0.1,JA70003000,4987937,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.7940000004 59.7599999999)
869,G90024,1984,,19840716203000,19840719000400,Lightning,1984-G90024,4.0,9.0,4090024,Fire,,,59.775,-123.936,0.5,JA70003000,4981845,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.936 59.7750000002)
870,G90108,1995,,19950528,19950528110900,Unknown,1995-G90108,4.0,9.0,4090108,Fire,,,59.783,-123.833,0.3,JA70003000,5014709,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.8329999994 59.7829999998)
871,G90058,1990,,19900816183000,19900817194600,Lightning,1990-G90058,4.0,9.0,4090058,Fire,,,59.786,-123.894,0.4,JA70003000,4999381,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.8940000006 59.7859999999)
872,G90015,1982,,19820613130000,19820615080400,Lightning,1982-G90015,4.0,9.0,4090015,Fire,,,59.789,-123.601,2.5,JA70003000,4978113,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-123.6010000008 59.7890000002)
